trip_id,spend_category
tour_idfme8wk5f,1
tour_id3lmw5uqr,1
tour_idcgwxn14c,2
tour_id0q8uccv8,2
tour_idpsf4mkv1,1
tour_idweqvvfci,1
tour_idklb3i6z5,2
tour_id57vhsyu7,0
tour_idw72t6mxv,0
tour_id2p7b73di,0
tour_idl39jlz3a,1
tour_idlfrmtgdx,0
tour_idc5fbtytj,1
tour_idg9qpdgw4,0
tour_idv2a5nh75,0
tour_idndh827w2,0
tour_idf6qbmdvr,0
tour_id7k4fw6ft,1
tour_id7zjymys9,1
tour_id9qfhhltp,1
tour_idzxkqtjqs,0
tour_idzgwzqd9p,1
tour_idmub6rh0n,0
tour_idjebdz7st,1
tour_idwyahwd38,2
tour_idxe54d703,0
tour_id1pu8j7z6,1
tour_id3pw3azm9,1
tour_idgkdyc1y1,0
tour_idcq7vloqe,1
tour_id21xmojmx,1
tour_id06q41uu2,1
tour_idsc90yx6y,0
tour_id140zebi7,0
tour_id94hdkb39,2
tour_idvkwgbv0v,2
tour_idkmj0yy6b,0
tour_id78wc4vw0,0
tour_id6pb6dt41,0
tour_id6c6iat9r,0
tour_idvfs1eapi,0
tour_id7j0d0jv1,1
tour_idu3jfyvye,0
tour_idfgxxojis,0
tour_idlr1m8ch0,0
tour_idvnyrdin0,0
tour_id0f0446sy,1
tour_idatbegcwq,1
tour_idqdbbox2e,2
tour_idajj2z40j,0
tour_idgt3ri4gh,1
tour_ido1xp3fcl,2
tour_id64utewi1,1
tour_idc6mb5008,0
tour_id4b3szqup,1
tour_id73bb8oj7,0
tour_idljd0g2oo,1
tour_idmiirkqm2,0
tour_idtun9hpcg,0
tour_idqu6mjx78,0
tour_idu2oka8zk,0
tour_idktu85659,0
tour_idzsyvcycz,1
tour_idny6vce8h,0
tour_id7utitozg,1
tour_id09qahl5t,1
tour_idj93lg5fp,1
tour_idpqa7zo4z,1
tour_id0epl9yx5,1
tour_idehlxw47f,1
tour_idvf1pb6fm,2
tour_idc57g5vr5,1
tour_idthxt7oik,0
tour_idtgspmq1i,0
tour_id2diep5km,1
tour_idz11jnr1y,0
tour_idgxat6kaw,1
tour_idcjd1dr3y,1
tour_idk2lmrdfl,0
tour_iduirz6pfa,2
tour_idui170duq,0
tour_idv1gx2o25,2
tour_id4aclji6n,0
tour_idti4psxkj,0
tour_idvk61wb7o,0
tour_idhu5qjb5u,2
tour_id721j5ilv,2
tour_id3nh9rrtu,1
tour_id60zkw69n,2
tour_idmv2q61f5,0
tour_idr7p1jot0,0
tour_id9qwog1pi,0
tour_id2c6ahea6,0
tour_idz26bzftq,0
tour_idg7w4c4fn,2
tour_idsgis0way,0
tour_idk73qkh8m,0
tour_id3bsoap2z,0
tour_id2ficdrxu,1
tour_idj4ktxg8a,1
tour_idh17l8xw5,0
tour_id6413ulhq,0
tour_id7su89o9f,0
tour_idmub9fho0,2
tour_idy7qcksd6,0
tour_id4c8bi4zw,1
tour_id8n6dz8fu,1
tour_idru4azbog,2
tour_idhyh15wvy,1
tour_idw0yadf5b,1
tour_id2ft1ib8n,2
tour_idckrwsrng,2
tour_id7je9ds02,1
tour_idljzp3qcc,1
tour_idm10x2aws,0
tour_ids3iexd71,0
tour_idisr3n58x,1
tour_idxkxzl5bi,0
tour_idhi2lzfh8,0
tour_idyr6jkwx6,2
tour_iderlymstl,2
tour_ida5er6ijg,1
tour_idbksxlcws,2
tour_idyvmjcv1l,2
tour_idnhshj5k2,0
tour_id0b4kbmoh,1
tour_idlitakc6m,1
tour_idyd3597g8,1
tour_id77jc9cjk,1
tour_idv8egpm5x,1
tour_id7cxsptp1,0
tour_id5xx3gps6,1
tour_idtkrdrri5,0
tour_idagppi6vw,1
tour_idskbnl49g,2
tour_ids4yols4t,1
tour_idnrcw5cn1,0
tour_idmjmi9qvs,2
tour_id9nxrtc0l,2
tour_id7wgobdrr,0
tour_id53hi9rtn,0
tour_idbmi9ak1c,1
tour_id59o81d2o,0
tour_idcqvi5iwg,0
tour_idei1wk8us,0
tour_idfs6gcmz2,0
tour_idr6eczy1h,0
tour_id8xa4to81,0
tour_idd0iu4d63,0
tour_id5swqut9l,2
tour_idvc5banhn,2
tour_id33ijg6yl,2
tour_id8xvs3516,0
tour_idx8us52hi,0
tour_idv58p4ms3,1
tour_idou2k3o3r,1
tour_id1vqiwbnb,0
tour_id26sl9wus,1
tour_iduqbjzczv,0
tour_ideynsn15k,2
tour_idtvjpfss6,1
tour_iddv6eslrp,1
tour_id96cdxlch,1
tour_id98erm0gj,0
tour_idushm2m4g,2
tour_id3ixn3dbm,0
tour_idauv8me6b,0
tour_idx5atwru6,2
tour_id72yy5jlp,1
tour_iddr89zxlu,0
tour_id3m9u9nwn,2
tour_ide7b7ntoi,1
tour_idy0bk8dii,1
tour_id08ce5bb4,0
tour_id560uiwpy,1
tour_idsb2byyzl,0
tour_id5jjqehll,1
tour_id7aawsbea,0
tour_idfyfctib2,0
tour_idgnfa3bf0,2
tour_idhhh687ut,0
tour_id3d591e76,0
tour_id4gw8pf7m,1
tour_idg4613d0s,1
tour_idr069axxx,0
tour_id5bln33j9,1
tour_idijfaw09m,0
tour_idzgdbhrwg,0
tour_id44u3zkj8,0
tour_ido78cln64,0
tour_idkn7a41jb,1
tour_idpp3jkdps,1
tour_idujvgrqpd,1
tour_idbh8zm30r,2
tour_id7w897r6z,0
tour_idoopupbxw,0
tour_idtm5er7yq,2
tour_id9brbwjva,0
tour_idkk36g1c1,0
tour_idxn71og3c,1
tour_id4yhk79ql,0
tour_idn729a1cu,0
tour_idq0b62qk4,1
tour_id6zmgxqgw,1
tour_idbvvtpotr,2
tour_idhre5zi4q,1
tour_idokzxm0by,0
tour_idjx9w2szp,0
tour_id5comdkg4,1
tour_idj5cxejrd,2
tour_idcljldppm,1
tour_idpv0bodcx,1
tour_id4dtujksr,2
tour_idec35xjey,0
tour_id16utv717,0
tour_idb4rrooex,2
tour_idqz5yv5ma,2
tour_ideo1oddhl,1
tour_idykbwyflu,1
tour_idmf76bvrk,1
tour_idjyeupj66,1
tour_id35van5fy,0
tour_idblx81xtx,1
tour_id8m7pid51,2
tour_idzbalvu3l,0
tour_idgjuw8ew6,0
tour_idc7mhad2q,0
tour_iduzmj14kp,0
tour_idsw73rsn4,2
tour_id8rkqqi8n,1
tour_idyba5f2kc,0
tour_idgdrvtotl,2
tour_idvma9oljm,0
tour_idissie2ll,2
tour_id4cj9xy6x,1
tour_iddgw9tpfy,0
tour_idpdh3lubu,0
tour_id8fagop2r,1
tour_idiczc9ntp,0
tour_idk1t3y6gk,1
tour_idknhmhzhu,1
tour_iddtx9gpyk,0
tour_id3yzlr8mq,0
tour_idztdc6imf,1
tour_id5h35cq8s,1
tour_id6d3w5is5,1
tour_idjh5pif0l,1
tour_id4qsmrbtp,1
tour_idjbgtlngo,2
tour_id8hdeknm1,0
tour_id0jc7pb7q,0
tour_idb1lkfchu,0
tour_idzhc60trl,1
tour_idw3mqt0hn,1
tour_idhqnqxwr5,0
tour_idltkmyydv,2
tour_idqub7znuf,2
tour_iduo5nfgkr,0
tour_idnxlro3wv,1
tour_idkba0k3b6,1
tour_ido8djt41e,0
tour_idjtuz9nji,0
tour_idcumnm0td,1
tour_id8pph0cct,0
tour_idcbe4uet0,1
tour_idmtzfzc1a,1
tour_idt3ew8cdu,2
tour_id10bnpa37,1
tour_idfyy5n6cn,0
tour_idpuy12jri,1
tour_ids8pdc47n,1
tour_id0ohdctgo,1
tour_ids35bsj87,1
tour_idudhavzfy,2
tour_idhzv7xcr9,2
tour_idlpjiurcc,2
tour_idqnw63w15,0
tour_idt2gaqmmq,1
tour_id53g36vvr,1
tour_id104cywbg,0
tour_idt9nslorx,0
tour_idizvr2dwh,1
tour_id59q9i4vg,1
tour_id9tvgg9jq,0
tour_idppe1cfcw,0
tour_idslfo7giy,0
tour_idw2ycwvzk,0
tour_idwdcyuble,0
tour_idzsy95940,2
tour_idal9pwvhd,0
tour_idvj3dds0f,0
tour_idjetvokja,2
tour_idksy58wi3,0
tour_id7wt00tsh,1
tour_idux38a3m9,1
tour_id9nm4b63s,1
tour_idwd6m6ggi,0
tour_idkwvoycj3,0
tour_idc17jzjr2,1
tour_idm64kj4or,0
tour_idjns79z4g,1
tour_id2yup9ihn,0
tour_idq0azezro,0
tour_idzxpmcpsm,0
tour_idxdbam589,1
tour_id9taa4hae,1
tour_id5ph9n2gj,2
tour_idub3cj5yk,0
tour_idvk9roeyo,2
tour_idd2ylijpk,1
tour_ideut1k0y2,1
tour_idihvv0rpr,2
tour_id596bompe,1
tour_idr6k1xpcq,0
tour_idhqy73jmq,0
tour_idmjg6865f,2
tour_id4y8qba2m,1
tour_idn0cbs4n1,2
tour_idsjhaixwe,1
tour_idzwkwjwq3,1
tour_id38y8244o,1
tour_id6r0bgq8i,0
tour_idybp4b975,1
tour_idyl9qyce8,0
tour_idmlpv40oj,0
tour_idfhsnqzre,0
tour_idk6alpwov,0
tour_id508rmgit,0
tour_id3gawp028,1
tour_id88sandvu,0
tour_idoepaq5xl,1
tour_idvsm30bvg,2
tour_idtrpf0793,1
tour_idi9yx2nn6,2
tour_id8jf81dfn,1
tour_idazkq5e6c,2
tour_id1qunjshu,1
tour_idjz1n1pe1,2
tour_idvvv6f3vd,1
tour_idxexknv1f,0
tour_id80rqp7xu,1
tour_idgznjwn2e,0
tour_iddut8x5h4,0
tour_idqd3j1zpg,0
tour_idcdhibf1h,1
tour_idt48civ00,1
tour_idq28ndhg5,1
tour_idpj8n90up,1
tour_id7fc58esp,0
tour_idxh8qsn0c,1
tour_idlup698id,2
tour_idxvpd6zpz,0
tour_ids9u9p4mt,0
tour_idww8dbn5p,0
tour_idytj1tasw,0
tour_idym8e3js0,2
tour_id8s96r1y8,1
tour_idmnyg2vfq,1
tour_idrgc75r7c,0
tour_ido6tg5lrf,2
tour_idxwhs15mc,1
tour_idfh4accv4,2
tour_idyyo0dd2n,1
tour_idg51l54ak,1
tour_id16uxhwsi,0
tour_idggtk4621,2
tour_idrkrg9z73,1
tour_idsq0ee872,0
tour_id63f285dh,0
tour_id7ccprnjg,1
tour_idaxwo8k2a,1
tour_idrmo9ube0,0
tour_id8ei13ji4,0
tour_id6kp8z6kr,1
tour_idc797i8o6,0
tour_idkb8laigm,0
tour_id2vtbwfkb,1
tour_id31zlc09g,1
tour_id195ocxqk,0
tour_idnq7y8khy,0
tour_id4l9zwcq8,0
tour_idhxhhwl5x,0
tour_idf8nezjqn,1
tour_idsup6prcj,0
tour_idclsoqp4g,1
tour_id5pf5su5z,2
tour_ido3ydr9ra,0
tour_idvhwko3dk,1
tour_idehfdo5jo,2
tour_idylsv6ikv,0
tour_idx7zpt29s,1
tour_idwsv18d5l,0
tour_idxele2wd6,1
tour_id5ewc1fro,0
tour_idhf0udbd4,0
tour_id7byh6b0o,2
tour_idiyc1ghge,0
tour_idsqq6ytia,2
tour_idl81r8qw5,1
tour_id43oudop7,2
tour_idf68ferjo,0
tour_idhqd7mww7,2
tour_idm815ciee,2
tour_id0ogrnmwh,2
tour_idc2w58q0v,2
tour_id83ol4owt,1
tour_id3sgjd3e7,1
tour_iddimla6og,0
tour_idp05dbig5,1
tour_idw9rnb9j0,1
tour_idtdccm993,0
tour_idr7ts62v2,1
tour_idqh3uzrqo,0
tour_id7vqg6qds,2
tour_ido08ywc4s,0
tour_idz43wzuyy,2
tour_idkmc052q6,0
tour_id9wvxeg9q,0
tour_idb2dqy4f3,1
tour_iduodqgcpk,0
tour_idq9eazvsx,1
tour_id3v11pt1m,1
tour_idddas8bnk,0
tour_id3xuywakg,1
tour_idr1e2sr9f,2
tour_id7g9ce30u,1
tour_idqn52kwxh,2
tour_idozaq7pi7,2
tour_id3fg6ftd3,0
tour_idwgq0xtac,0
tour_idugehkl3f,1
tour_idbvvx1zbn,2
tour_id5q05l9af,0
tour_idv85newne,0
tour_id3ffajnh3,1
tour_idovxobew7,0
tour_id8etpx4my,2
tour_idmuse6ii1,0
tour_id4vkvlz3t,0
tour_idcxl77rv7,0
tour_idui3pno0w,2
tour_iddvkajvaa,0
tour_idfzk0thk6,1
tour_id2tvfzccm,0
tour_id2lfdy58a,0
tour_idatmtal67,1
tour_idxlu59kqz,0
tour_idpf8rpzqz,0
tour_idpgtmev80,1
tour_id1ulmdqsc,1
tour_idr2jeytpt,0
tour_idldpfh8vf,0
tour_id1ph71pdb,0
tour_id6jbzml5r,2
tour_id5kzh3aun,0
tour_idkm2ukdoz,0
tour_idd95zdf52,1
tour_id8hvugelc,1
tour_idsgsrse45,1
tour_idttr80mkp,0
tour_iderfol86x,2
tour_id6jgs24b5,1
tour_id27bndqgh,0
tour_idr6dla1be,0
tour_ida3racn5i,1
tour_idq7l2itas,1
tour_id8z69ty6q,1
tour_idjtfk0vbi,1
tour_idsnqwnpz7,2
tour_id238vku0j,1
tour_idav51z6ye,0
tour_idle7h6qyo,0
tour_id34yomn0l,0
tour_idy9wx1ic5,1
tour_id9305tzhn,1
tour_id7lu6fa2j,1
tour_idc0kwnfjp,0
tour_id86x8t6xk,0
tour_idx5zu8uva,1
tour_idsgq0m4tn,1
tour_idufyr9ykx,0
tour_idgsjkusr2,0
tour_idlrx9zjn4,2
tour_idjo1i9j7e,0
tour_idju5smqqy,2
tour_idpcaf0l2u,2
tour_idvnwpivyk,0
tour_idvbgwbalz,0
tour_idl4fqimm6,1
tour_id6w5emka5,0
tour_idznqtfgpo,0
tour_idvwnluwac,1
tour_id4cfeh5nb,1
tour_idjx5xhxuh,2
tour_idegcc6u5n,1
tour_ids4e66vsc,1
tour_idntq9infa,0
tour_idochlkm5w,1
tour_idh2gatpd5,1
tour_id8ef9471v,0
tour_id849uao5c,1
tour_id2y7igw6s,1
tour_idzzjztl7k,2
tour_idxv5ixt8d,0
tour_idx5i2csrr,0
tour_idnxup48q1,0
tour_idi0ucezxs,1
tour_idkimvl498,0
tour_id738pstbo,0
tour_idqpkimirx,1
tour_idne1x1yz3,2
tour_idbsi2i2n9,0
tour_idxvfau0hp,0
tour_id7jdbapjw,0
tour_idny9z4pz5,0
tour_idqmu906fi,2
tour_idw6mo9hq1,0
tour_idultugtlx,2
tour_id2keox9zk,0
tour_idh59eindz,0
tour_id382tg4bd,0
tour_id991vkuwi,0
tour_idsm0nl29o,2
tour_idr9ilv0rb,2
tour_idn6xgng7n,1
tour_idbrn789gl,0
tour_idbtuu7jtz,2
tour_idwlply1kn,0
tour_idc059eg0f,0
tour_idtsjqrmi3,1
tour_idlzrphojo,2
tour_idzv5sp534,2
tour_id1nrk5fu2,1
tour_id5a5yt7nl,1
tour_id7kpmc0td,1
tour_idaaxi49zy,1
tour_id2o0c2z4h,2
tour_idisjezlc2,1
tour_idletszfoy,0
tour_idsjci9307,1
tour_idsif6d59a,2
tour_idaz8r4xx7,1
tour_idza8i58dq,1
tour_idpqqxmaqt,2
tour_idr8zaj65e,0
tour_id4r9c8fl7,1
tour_id9fwalxok,0
tour_idzf0cjhgl,1
tour_idu0ti6rhk,1
tour_idjntosljv,1
tour_id33m91uox,0
tour_idbyres5we,0
tour_idkv291tva,2
tour_idug1x9n61,1
tour_id5685trz6,0
tour_idr0mop8sv,0
tour_ido7n7d0an,1
tour_idi7pbk9sq,0
tour_id4thi0etu,0
tour_idmg89adjw,2
tour_idt4n3cifv,0
tour_idqbai356l,1
tour_idp80mrxl9,0
tour_ida3c9yrzi,0
tour_idzh9rmd0a,0
tour_idfqym076n,1
tour_idvssckbdo,2
tour_idwlwujrpy,2
tour_id5zz1ldyl,1
tour_idqs7rvdmu,1
tour_idhlqgvd4n,2
tour_idx3bf8e6p,2
tour_idiuyz4wb3,1
tour_idbwntmidw,1
tour_idki8e7kgt,0
tour_id7wbob70z,0
tour_idgj8hm932,1
tour_id0vfdoa1k,1
tour_id2gd2eqb5,0
tour_idkhgtcbbh,1
tour_id54n89kcp,2
tour_idjaqsfgh4,0
tour_idmpzgq3xb,0
tour_id689vidxr,2
tour_id3485oybn,1
tour_idwpno1vjp,0
tour_idjtai05ck,1
tour_idvojkbsd8,0
tour_idbx78s0qu,1
tour_idnmqfrnhp,0
tour_id1w85fkia,2
tour_idto5n7w23,0
tour_idf1aytwyg,0
tour_idceix1bi3,1
tour_id8ruokcrs,0
tour_idhoez3qeq,0
tour_idyplc8mho,0
tour_idsopowk21,0
tour_idp3lzae3v,0
tour_idjbhvrmoj,1
tour_idie39ei01,1
tour_idag2v9sjw,1
tour_idgtg6gdm0,2
tour_id8s894wvx,2
tour_ids9qnz265,1
tour_id4zzvd72e,1
tour_id5izxryw8,1
tour_idwqfsy2rz,2
tour_idbhru8muk,1
tour_id5o3pd0kk,1
tour_idnl84ucur,0
tour_id9xdiw73l,0
tour_id6tp1dkt6,2
tour_idfumi5p3d,0
tour_id6b6jneq1,1
tour_idz27xalxd,1
tour_idkuvjs23g,0
tour_idwsux1x1m,1
tour_ids59lms7n,0
tour_idgg3hn8oh,0
tour_idkn3yucn2,0
tour_idpgoniqwm,0
tour_idfvglsqxp,0
tour_idh19e6hui,0
tour_id2o2647lm,0
tour_idv8g4289o,1
tour_ididxmoy9u,0
tour_idesiai618,1
tour_id9g38wwg8,1
tour_idlyzynpjt,1
tour_idhcax5aq8,0
tour_idmp5ciw50,2
tour_ida5mpcq1r,0
tour_id8hd75w95,0
tour_idoprkgmua,0
tour_idiqur93f7,1
tour_id3mtuugdq,0
tour_idnhnb7w5x,0
tour_id01l9rshu,1
tour_idv5fycjiy,1
tour_id0ravle89,0
tour_idp7sddvkv,0
tour_idx164xe35,0
tour_ido6ylupfi,1
tour_idgapwz7lx,1
tour_id8quaak0c,0
tour_idfiv9v7pg,0
tour_idaj9m0yp6,0
tour_idle476wwd,0
tour_idj9jhhdx3,1
tour_idbsa0vq5z,1
tour_idbmcq1jr7,1
tour_idkpnzhquy,2
tour_idva66orit,0
tour_idnab5xsu2,0
tour_id210lkxbs,1
tour_idntja2zlh,0
tour_idqlgt8jhr,0
tour_id65stfumi,0
tour_ido93prenh,2
tour_idcyhuoodr,1
tour_idzob9jvh2,1
tour_idqi1ps414,1
tour_idc4n2nt17,0
tour_idrb9wlrq3,1
tour_idab413lrh,1
tour_id3d026ytq,1
tour_id76pjwj1d,0
tour_idtgiyo6q4,1
tour_id1sc0kbqp,0
tour_ids3301z8u,1
tour_id9phav5dw,1
tour_id6bvd4hhn,0
tour_idv49t6gji,0
tour_idr8oqz71c,1
tour_id0sorho0c,0
tour_idd6al1oa9,1
tour_id2a3psmz6,1
tour_idzfuxzve9,1
tour_id0dt5s748,1
tour_idrn2yczcj,0
tour_idvmjhdo6t,1
tour_idqh6w0b5l,0
tour_idurlozufj,0
tour_idgdlud74g,1
tour_iddu61ptqi,1
tour_idgqvb6ek8,0
tour_idbsowagx6,1
tour_idcvgjbfti,1
tour_id50kec8oh,2
tour_id46gav8zc,0
tour_ido3g1qq8z,1
tour_id71fr0ucm,0
tour_idx2e2y0xj,0
tour_idkstjvxss,1
tour_idn7slhb0f,2
tour_id8f7csi6h,0
tour_idmo7nqamy,1
tour_iddqxynez8,1
tour_idfzeeg8rh,1
tour_idehoem9wd,0
tour_id2jpdd04d,1
tour_id2mvqpynu,2
tour_idgjhunon9,1
tour_idjdsvrfss,1
tour_idrluu9w0u,0
tour_idf0ov46e3,0
tour_idrgcumurl,1
tour_idtbtufzaf,0
tour_idy5w014de,0
tour_idk9fjovsf,0
tour_id3tiwsexa,2
tour_ideqqrrw8d,1
tour_idxcypm1tu,0
tour_idto9b731o,0
tour_idyvkow12d,0
tour_idu51smbbt,2
tour_idjxv0obda,2
tour_idlr5nthkx,1
tour_idtya9ot9h,0
tour_idjv92iq4i,0
tour_id0j6xtmls,0
tour_id42p9kti0,2
tour_id5bv1c9ma,0
tour_idwqcyqvsd,0
tour_ideq26d9tb,1
tour_idjkf52u18,1
tour_idedbs9v8n,0
tour_idcnft0ff5,0
tour_id3kzet7dm,2
tour_id9t0o56bu,1
tour_idqvvesmtq,2
tour_idgrt2l0fz,0
tour_idxqjkejv3,0
tour_idgqslxs8f,0
tour_idsqyzn41e,0
tour_id8tcrwcxc,2
tour_idk74x1amj,2
tour_idhyz88580,0
tour_idpvdtahto,0
tour_id4cheejz9,0
tour_idawgzt170,2
tour_id702o5pyj,2
tour_id2lla5ld7,1
tour_idpq23e0gc,0
tour_idv5mfmwy7,2
tour_idzizeyucq,0
tour_id19r18h28,0
tour_idtdof7ejm,1
tour_idonrpnl76,0
tour_idhixncy99,0
tour_idoqvi0e6f,1
tour_idovv1ttue,0
tour_id1nvn503h,1
tour_idx25iut2b,1
tour_idio5afn3q,1
tour_idheaw8utf,1
tour_id331wttll,2
tour_id7bpjcxtn,2
tour_iddb603nwm,1
tour_idmh6yn6l0,0
tour_idlqao8iec,0
tour_id4r27rbfz,0
tour_idz0841gd6,0
tour_iduolxgmvi,0
tour_idoq6ga430,0
tour_idcoa6o18u,0
tour_id25s35hm1,0
tour_idpxzsdy1s,1
tour_idew1nhdqd,1
tour_idg25vb1os,0
tour_idl9ue1oz6,2
tour_idyezxbdud,0
tour_id4mq2wldn,0
tour_id81mqsu5l,0
tour_idmh0tse3m,0
tour_idhp9730cq,0
tour_idqob5pcro,0
tour_idw6ix7577,0
tour_id3pitzn2n,0
tour_iduf3t90n7,0
tour_idymm5wihk,1
tour_idujg4vvhi,2
tour_id74ehlhzp,1
tour_idsoxa6ope,1
tour_id4xfbeau8,1
tour_id2lau2e3f,1
tour_id8fto81x7,0
tour_id01yiyqiu,2
tour_idr34kmcuj,2
tour_idi6n1m4qy,1
tour_idh5clu7t7,2
tour_idu3le74yw,1
tour_id30fozkzp,0
tour_id3z481sz2,0
tour_idzbkcz9ra,1
tour_idfmavssxv,2
tour_idexb8mzpl,0
tour_id540fmegg,0
tour_idpdaf1d84,1
tour_idlqe3lf4r,0
tour_idebyj7co8,1
tour_idof9ju5ji,1
tour_id8rh9e0he,0
tour_idg61xikuq,1
tour_idqf5zy5da,0
tour_idgkqkv5s7,1
tour_id7akwywfp,0
tour_iddwcl9vll,0
tour_idu2fdj0xj,2
tour_id244zzy72,0
tour_id4dwvdxsi,1
tour_idy58ro0o6,0
tour_id1cuxz6sr,1
tour_id695973vo,0
tour_idtgs4rrs4,1
tour_idp8aercbf,0
tour_idyo0lkycx,0
tour_id3facsfxw,1
tour_id1sde1w15,2
tour_idq3nfamkw,1
tour_ide24c11na,1
tour_idmlciqb8y,0
tour_idyhtnchf9,1
tour_iddfug3mfq,0
tour_idpaapyi2f,0
tour_id3sb51clp,0
tour_id8uc1oea7,2
tour_id3sc6pm6d,2
tour_idl38lj0mv,1
tour_idzhemmctf,0
tour_id8qngi7hy,0
tour_idw9a9msi8,0
tour_id4s3y77ln,1
tour_idr2ynq7mc,1
tour_id0anc1688,0
tour_idefoo4lby,2
tour_idrgpd8829,2
tour_id6xt1o3e7,0
tour_ida8p8alm5,0
tour_idh01pn8kj,1
tour_ideqzulxk4,0
tour_idyog0s0eg,0
tour_idnwv2200t,2
tour_idur69xkgd,1
tour_id48iav2sm,1
tour_id0f6looow,1
tour_iddckn5p9e,0
tour_id7hjdux3s,1
tour_idvzlc23vk,0
tour_id7ci94zck,0
tour_id1qnuhevx,1
tour_idr9s4r5ej,0
tour_idpk2my0z5,0
tour_idzq0hduie,0
tour_idb3gmlyeo,2
tour_id8efx9x0m,0
tour_idnjf0v3zu,0
tour_idmy4slu75,1
tour_id14vq6us8,0
tour_idkr3fnc3u,0
tour_idcfsi7g3u,1
tour_id7xl6pzkj,2
tour_idd3mnteqn,0
tour_id51ygppvn,1
tour_id6t4kuuow,0
tour_id4g13y0t7,1
tour_idkth5ydp5,1
tour_id1biv9jho,0
tour_idymogsbx0,1
tour_idg7dhgr7e,2
tour_id8nn0ozak,0
tour_idwpgxki6k,0
tour_idqttgwbc3,2
tour_idd08fnobc,0
tour_id5pd5budr,1
tour_id7oi6lhpl,1
tour_idygxbzpq4,0
tour_idy11vbqi3,0
tour_idqg2wddvq,0
tour_idu0se2ets,0
tour_id0qb6xmal,1
tour_id3zm84a2z,2
tour_id3x29qhnb,0
tour_idpalzj8rh,1
tour_idmxmwm51e,0
tour_idhqvvl9ly,2
tour_idv0xqm8bf,0
tour_idpu9cge4p,1
tour_id4sd2dekr,0
tour_idvrvap9pp,0
tour_idk5xnjboj,2
tour_idmj7pknmi,2
tour_idph7gr4rd,2
tour_id9dwwf61s,1
tour_idht3a0165,1
tour_idmji6xk4s,0
tour_idfm1pm3f1,1
tour_idmr2fim78,2
tour_idtliqcy1w,1
tour_ids5vd9qwr,1
tour_id4ueyxt8o,0
tour_idzg7qw7gw,1
tour_id6l1x82xk,2
tour_idydtyr7y7,1
tour_idy7mr8brx,0
tour_idyfaehly0,1
tour_id6xmq5mag,0
tour_idmqepkwwr,0
tour_id5uyghyxm,0
tour_idu8dg4z40,0
tour_idlaqm4r4p,1
tour_id3vh198s4,1
tour_idy9lqrw3w,0
tour_id15xfa4md,1
tour_idrsb8gm7q,1
tour_idq2c4fh99,0
tour_id4sth0yfr,0
tour_idw4egeeuz,1
tour_id6tdcz7t5,1
tour_id6uqkuhqx,2
tour_idb8r8vu8v,1
tour_idpcssjjs0,0
tour_id78hvglq1,1
tour_idjnc2vdrt,0
tour_idsd59fjdd,1
tour_idgdtj113d,1
tour_ids0p3nrft,0
tour_idhbq1oa4y,0
tour_idu0k0qf2r,0
tour_idc59gawgp,0
tour_idbc84pqxt,1
tour_idqyrkxqav,0
tour_id5urhejkl,0
tour_idsrg9psb1,1
tour_idfki4bo3h,1
tour_idzo1okx69,0
tour_idj3nkcibv,2
tour_id9zlw82e9,0
tour_id4mprv44h,1
tour_id9wplz2cb,1
tour_idctw1hxrl,1
tour_idmsp951fh,2
tour_idiyemw0mv,0
tour_idqbdvh715,1
tour_idgd0n58g7,0
tour_id6kr1t6vu,1
tour_id69cdddia,0
tour_id5o2sbvwe,2
tour_idr2wepxgn,0
tour_idpyg8lyzu,1
tour_idsjmu3hkn,1
tour_ideumpm7s8,1
tour_idqqy4do9s,2
tour_idvvelh5rh,0
tour_idu92qexq9,1
tour_idee6fshk2,0
tour_idi3gpfl95,2
tour_idekbmwk2w,2
tour_idqglzibsm,0
tour_idsovyywfr,1
tour_idm6wyc3jv,1
tour_idv5m920da,1
tour_ids4wkz9av,0
tour_idushxus9d,0
tour_idjdeswh73,0
tour_idj9ygqkia,0
tour_idf322xq5y,0
tour_idrt6kv59i,1
tour_id23wcqsxx,1
tour_idlqhjkqb6,0
tour_id97ruod2s,1
tour_iduen1z1nt,1
tour_idj0g43p3c,2
tour_idprdp6p39,1
tour_idsa5566c1,1
tour_idu7eoyje8,1
tour_idfdab5u9u,1
tour_id2oj2a1kg,0
tour_ids28ex428,0
tour_idu25mmo1n,1
tour_id2ss34hd4,0
tour_idrn8c00pk,0
tour_id9ct06y6q,2
tour_id7yagbi8m,1
tour_idwtmf8qgr,0
tour_idsla3e4ge,1
tour_idz7njenv3,0
tour_idem4fi9le,0
tour_idve6uddmg,0
tour_ideq9bezvc,0
tour_idtrmuxe3b,1
tour_idh0sdtwgu,1
tour_idw50t25ir,1
tour_idu1tgsexi,1
tour_idp2ussyh7,0
tour_idrjqrplxg,0
tour_idaex831er,0
tour_id8wjqxtbs,0
tour_id53jpe3te,0
tour_id689dpojg,1
tour_iduygnsxj9,2
tour_idjfknn5t1,0
tour_idlkvrbpec,0
tour_idweaqx8ye,0
tour_idpqk92oeh,1
tour_idirwqwasx,0
tour_idhjl1lmt0,1
tour_idp0c18iok,1
tour_id7haw4756,0
tour_ids2bpjznh,1
tour_idhzlsfya6,0
tour_idzqhu2rlf,1
tour_idzevslc2s,2
tour_idwioo3kk4,1
tour_idmxzudalg,0
tour_iddbj7dsna,1
